日期,收盘,开盘,高,低,涨跌幅
2021-9-1,0.08,0.08,0.08,0.08,33.33%
2021-8-31,0.06,0.06,0.06,0.06,-25.00%
2021-8-30,0.08,0.08,0.08,0.08,0.00%
2021-8-27,0.08,0.08,0.08,0.08,-11.11%
2021-8-26,0.09,0.09,0.09,0.09,0.00%
2021-8-25,0.09,0.09,0.09,0.09,0.00%
2021-8-24,0.09,0.09,0.09,0.09,0.00%
2021-8-23,0.09,0.09,0.09,0.09,0.00%
2021-8-20,0.09,0.09,0.09,0.09,0.00%
2021-8-19,0.09,0.09,0.09,0.09,0.00%
2021-8-18,0.09,0.09,0.09,0.09,-10.00%
2021-8-17,0.1,0.1,0.1,0.1,0.00%
2021-8-16,0.1,0.1,0.1,0.1,0.00%
2021-8-13,0.1,0.1,0.1,0.1,0.00%
2021-8-12,0.1,0.1,0.1,0.1,0.00%
2021-8-11,0.1,0.1,0.1,0.1,0.00%
2021-8-10,0.1,0.1,0.1,0.1,0.00%
2021-8-9,0.1,0.1,0.1,0.1,0.00%
2021-8-6,0.1,0.1,0.1,0.1,0.00%
2021-8-5,0.1,0.1,0.1,0.1,0.00%
2021-8-4,0.1,0.1,0.1,0.1,0.00%
2021-8-3,0.1,0.1,0.1,0.1,0.00%
2021-8-2,0.1,0.1,0.1,0.1,42.86%
2021-7-30,0.07,0.07,0.07,0.07,-30.00%
2021-7-29,0.1,0.1,0.1,0.1,0.00%
2021-7-28,0.1,0.1,0.1,0.1,0.00%
2021-7-27,0.1,0.1,0.1,0.1,0.00%
2021-7-26,0.1,0.1,0.1,0.1,0.00%
2021-7-23,0.1,0.1,0.1,0.1,0.00%
2021-7-22,0.1,0.1,0.1,0.1,0.00%
2021-7-21,0.1,0.1,0.1,0.1,0.00%
2021-7-20,0.1,0.1,0.1,0.1,0.00%
2021-7-19,0.1,0.1,0.1,0.1,0.00%
2021-7-16,0.1,0.1,0.1,0.1,0.00%
2021-7-15,0.1,0.1,0.1,0.1,0.00%
2021-7-14,0.1,0.1,0.1,0.1,0.00%
2021-7-13,0.1,0.1,0.1,0.1,0.00%
2021-7-12,0.1,0.1,0.1,0.1,0.00%
2021-7-9,0.1,0.1,0.1,0.1,0.00%
2021-7-8,0.1,0.1,0.1,0.1,0.00%
2021-7-7,0.1,0.1,0.1,0.1,0.00%
2021-7-6,0.1,0.1,0.1,0.1,0.00%
2021-7-2,0.1,0.1,0.1,0.1,0.00%
2021-7-1,0.1,0.1,0.1,0.1,25.00%
2021-6-30,0.08,0.08,0.08,0.08,-20.00%
2021-6-29,0.1,0.1,0.1,0.1,0.00%
2021-6-28,0.1,0.1,0.1,0.1,0.00%
2021-6-25,0.1,0.1,0.1,0.1,0.00%
2021-6-24,0.1,0.1,0.1,0.1,0.00%
2021-6-23,0.1,0.1,0.1,0.1,0.00%
2021-6-22,0.1,0.1,0.1,0.1,0.00%
2021-6-21,0.1,0.1,0.1,0.1,0.00%
2021-6-18,0.1,0.1,0.1,0.1,0.00%
2021-6-17,0.1,0.1,0.1,0.1,66.67%
2021-6-16,0.06,0.06,0.06,0.06,0.00%
2021-6-15,0.06,0.06,0.06,0.06,0.00%
2021-6-14,0.06,0.06,0.06,0.06,0.00%
2021-6-11,0.06,0.06,0.06,0.06,0.00%
2021-6-10,0.06,0.06,0.06,0.06,0.00%
2021-6-9,0.06,0.06,0.06,0.06,0.00%
2021-6-8,0.06,0.06,0.06,0.06,0.00%
2021-6-7,0.06,0.06,0.06,0.06,0.00%
2021-6-4,0.06,0.06,0.06,0.06,0.00%
2021-6-3,0.06,0.06,0.06,0.06,0.00%
2021-6-2,0.06,0.06,0.06,0.06,0.00%
2021-6-1,0.06,0.06,0.06,0.06,20.00%
2021-5-28,0.05,0.05,0.05,0.05,-16.67%
2021-5-27,0.06,0.06,0.06,0.06,0.00%
2021-5-26,0.06,0.06,0.06,0.06,0.00%
2021-5-25,0.06,0.06,0.06,0.06,0.00%
2021-5-24,0.06,0.06,0.06,0.06,0.00%
2021-5-21,0.06,0.06,0.06,0.06,0.00%
2021-5-20,0.06,0.06,0.06,0.06,0.00%
2021-5-19,0.06,0.06,0.06,0.06,0.00%
2021-5-18,0.06,0.06,0.06,0.06,0.00%
2021-5-17,0.06,0.06,0.06,0.06,0.00%
2021-5-14,0.06,0.06,0.06,0.06,0.00%
2021-5-13,0.06,0.06,0.06,0.06,0.00%
2021-5-12,0.06,0.06,0.06,0.06,0.00%
2021-5-11,0.06,0.06,0.06,0.06,0.00%
2021-5-10,0.06,0.06,0.06,0.06,0.00%
2021-5-7,0.06,0.06,0.06,0.06,0.00%
2021-5-6,0.06,0.06,0.06,0.06,0.00%
2021-5-5,0.06,0.06,0.06,0.06,0.00%
2021-5-4,0.06,0.06,0.06,0.06,0.00%
2021-5-3,0.06,0.06,0.06,0.06,20.00%
2021-4-30,0.05,0.05,0.05,0.05,-16.67%
2021-4-29,0.06,0.06,0.06,0.06,-14.29%
2021-4-28,0.07,0.07,0.07,0.07,0.00%
2021-4-27,0.07,0.07,0.07,0.07,0.00%
2021-4-26,0.07,0.07,0.07,0.07,0.00%
2021-4-23,0.07,0.07,0.07,0.07,0.00%
2021-4-22,0.07,0.07,0.07,0.07,0.00%
2021-4-21,0.07,0.07,0.07,0.07,0.00%
2021-4-20,0.07,0.07,0.07,0.07,0.00%
2021-4-19,0.07,0.07,0.07,0.07,0.00%
2021-4-16,0.07,0.07,0.07,0.07,0.00%
2021-4-15,0.07,0.07,0.07,0.07,0.00%
2021-4-14,0.07,0.07,0.07,0.07,0.00%
2021-4-13,0.07,0.07,0.07,0.07,0.00%
2021-4-12,0.07,0.07,0.07,0.07,0.00%
2021-4-9,0.07,0.07,0.07,0.07,0.00%
2021-4-8,0.07,0.07,0.07,0.07,0.00%
2021-4-7,0.07,0.07,0.07,0.07,0.00%
2021-4-6,0.07,0.07,0.07,0.07,0.00%
2021-4-5,0.07,0.07,0.07,0.07,0.00%
2021-4-2,0.07,0.07,0.07,0.07,0.00%
2021-4-1,0.07,0.07,0.07,0.07,16.67%
2021-3-31,0.06,0.06,0.06,0.06,-14.29%
2021-3-30,0.07,0.07,0.07,0.07,0.00%
2021-3-29,0.07,0.07,0.07,0.07,0.00%
2021-3-26,0.07,0.07,0.07,0.07,0.00%
2021-3-25,0.07,0.07,0.07,0.07,0.00%
2021-3-24,0.07,0.07,0.07,0.07,0.00%
2021-3-23,0.07,0.07,0.07,0.07,0.00%
2021-3-22,0.07,0.07,0.07,0.07,0.00%
2021-3-19,0.07,0.07,0.07,0.07,0.00%
2021-3-18,0.07,0.07,0.07,0.07,0.00%
2021-3-17,0.07,0.07,0.07,0.07,0.00%
2021-3-16,0.07,0.07,0.07,0.07,0.00%
2021-3-15,0.07,0.07,0.07,0.07,0.00%
2021-3-12,0.07,0.07,0.07,0.07,0.00%
2021-3-11,0.07,0.07,0.07,0.07,0.00%
2021-3-10,0.07,0.07,0.07,0.07,0.00%
2021-3-9,0.07,0.07,0.07,0.07,0.00%
2021-3-8,0.07,0.07,0.07,0.07,0.00%
2021-3-5,0.07,0.07,0.07,0.07,0.00%
2021-3-4,0.07,0.07,0.07,0.07,0.00%
2021-3-3,0.07,0.07,0.07,0.07,0.00%
2021-3-2,0.07,0.07,0.07,0.07,0.00%
2021-3-1,0.07,0.07,0.07,0.07,0.00%
2021-2-26,0.07,0.07,0.07,0.07,0.00%
2021-2-25,0.07,0.07,0.07,0.07,0.00%
2021-2-24,0.07,0.07,0.07,0.07,0.00%
2021-2-23,0.07,0.07,0.07,0.07,0.00%
2021-2-22,0.07,0.07,0.07,0.07,0.00%
2021-2-19,0.07,0.07,0.07,0.07,0.00%
2021-2-18,0.07,0.07,0.07,0.07,-12.50%
2021-2-17,0.08,0.08,0.08,0.08,0.00%
2021-2-16,0.08,0.08,0.08,0.08,0.00%
2021-2-12,0.08,0.08,0.08,0.08,0.00%
2021-2-11,0.08,0.08,0.08,0.08,0.00%
2021-2-10,0.08,0.08,0.08,0.08,0.00%
2021-2-9,0.08,0.08,0.08,0.08,14.29%
2021-2-8,0.07,0.07,0.07,0.07,-12.50%
2021-2-5,0.08,0.08,0.08,0.08,0.00%
2021-2-4,0.08,0.08,0.08,0.08,0.00%
2021-2-3,0.08,0.08,0.08,0.08,0.00%
2021-2-2,0.08,0.08,0.08,0.08,0.00%
2021-2-1,0.08,0.08,0.08,0.08,14.29%
2021-1-29,0.07,0.07,0.07,0.07,0.00%
2021-1-28,0.07,0.07,0.07,0.07,-12.50%
2021-1-27,0.08,0.08,0.08,0.08,0.00%
2021-1-26,0.08,0.08,0.08,0.08,0.00%
2021-1-25,0.08,0.08,0.08,0.08,0.00%
2021-1-22,0.08,0.08,0.08,0.08,0.00%
2021-1-21,0.08,0.08,0.08,0.08,-11.11%
2021-1-20,0.09,0.09,0.09,0.09,0.00%
2021-1-19,0.09,0.09,0.09,0.09,0.00%
2021-1-15,0.09,0.09,0.09,0.09,0.00%
2021-1-14,0.09,0.09,0.09,0.09,0.00%
2021-1-13,0.09,0.09,0.09,0.09,0.00%
2021-1-12,0.09,0.09,0.09,0.09,0.00%
2021-1-11,0.09,0.09,0.09,0.09,0.00%
2021-1-8,0.09,0.09,0.09,0.09,0.00%
2021-1-7,0.09,0.09,0.09,0.09,0.00%
2021-1-6,0.09,0.09,0.09,0.09,0.00%
2021-1-5,0.09,0.09,0.09,0.09,0.00%
2021-1-4,0.09,0.09,0.09,0.09,0.00%
