name,uid,bid,username,content,media,replycount,retweetcount,favoritecount,viewscount,createdb
InteractivePolls,1427476600744988672,1754233385134739588,IAPolls2022,".@Polymarket odds: Who will win the 2024 US presidential election?

• Trump: 53% (+17)
• Biden: 36%
• M. Obama: 7%
—
GOP Primary winner
• Trump 94% (+90)
• Haley: 4%
—
• 90% chance Trump wins South Carolina GOP Primary by over 20%

https://t.co/z990bbPyiH https://t.co/I4kc8fniYo",https://pbs.twimg.com/media/GFhJ9yAX0AE1_B9.jpg,33,243,652,74828.0,2024-02-04 20:00:05
Zlatti71,1336257308293292035,1752573976532910174,Zlatti_71,"🇨🇳🇺🇸 Xi Jinping promised Biden that China would not interfere in the 2024 US presidential election when the two met in November.

The assurance, repeated by China's foreign minister to Biden's national security adviser over the weekend, was released by administration officials - https://t.co/MayPbcGa6l",https://pbs.twimg.com/media/GFJkvdfXYAEY7Wg.jpg,15,9,59,5304.0,2024-01-31 06:06:11
mayor captain acab,1269013805108826112,1752461250079158762,acab_bitch,"""it's unclear how and when officers may use teargas or crowd control munitions during future protests - a question that could be answered if mass demonstrations unfold during the US presidential election.""

2024 is a hell of a time to have the federal injunction expire.",,5,14,46,1703.0,2024-01-30 22:38:15
CNN Politics,13850422,1752384543699464226,CNNPolitics,"Exclusive: Chinese leader Xi Jinping told US President Joe Biden that China would not interfere in the 2024 US presidential election when the two men met in November, officials tell CNN https://t.co/DPgKekrfKI",,48,8,29,21862.0,2024-01-30 17:33:27
CNN International,2097571,1752384417639612853,cnni,"Exclusive: Chinese leader Xi Jinping told US President Joe Biden that China would not interfere in the 2024 US presidential election when the two men met in November, officials tell CNN https://t.co/5WyRbgdBKy",,48,22,55,86915.0,2024-01-30 17:32:57
InteractivePolls,1427476600744988672,1751720439070515552,IAPolls2022,".@Polymarket - Who will win the 2024 US presidential election?

Donald Trump: 55% (+16)
Joe Biden: 39%
RFK Jr: 1%

https://t.co/XXIE7KPa7a https://t.co/RhgL5rI31H",https://pbs.twimg.com/media/GE9cN0EW0AEh2au.jpg,77,455,1420,85200.0,2024-01-28 21:34:32
Polling Canada,918865697639419907,1751694352466825447,CanadianPolling,"""If (X) were able to vote in the US presidential election, who do you think they would vote for?""

Pierre Poilievre:
Trump: 48%
Biden: 20%

Justin Trudeau:
Biden: 68%
Trump: 13%

Abacus Data / January 23, 2024 / n=2199 / Online",,43,10,94,21253.0,2024-01-28 19:50:53
David Coletto,57852539,1751631806783217793,DavidColetto,"If Pierre Poilievre had a vote in the 2024 US Presidential election, who do Canadians think he'd vote for?

Full details: https://t.co/pDt2Pitv1z

#cdnpoli https://t.co/LMUtnkxfE3",https://pbs.twimg.com/media/GE8LvaDXgAAnbnK.jpg,8,0,2,1788.0,2024-01-28 15:42:21
The ₿itcoin Therapist,1415064893628297217,1750645962505359569,TheBTCTherapist,"My bull case for #Bitcoin in 2024:

- Spot Bitcoin ETF approval
- Google allowing Bitcoin ads
- BlackRock marketing to financial advisors
- Halving in April
- FED pivoting
- QE ahead of US presidential election
- FASB rules being applied
- Failing treasury auctions",,64,124,767,59040.0,2024-01-25 22:24:57
Satoshi Flipper,944961548375773184,1750278159063277771,SatoshiFlipper,"We have 3 months until the $BTC halving, 4 months until the spot $ETH ETF, continuous ramping up of $BTC ETF demand + FED reserve interest rate cuts in the 2nd half of the year and of course the US Presidential election to top 2024 off ...

... not much time in between to be",,29,46,387,56587.0,2024-01-24 22:03:26
Eurasia Group,44706837,1749978399118938322,EurasiaGroup,"Disinformation is going to be incredibly widespread in the 2024 US presidential election.

@ianbremmer explains that in the early stages especially, your ability to cause chaos requires you to disrupt only relatively small numbers of people.

@LastCallCNBC
https://t.co/hOSbUel3FW",https://video.twimg.com/amplify_video/1749591967716032512/vid/avc1/1920x1080/ixfNMfnVjgdOem97.mp4?tag=16,3,3,19,3086.0,2024-01-24 02:12:18
Shadygrooove,250454150,1749610120928174369,shadygrooove,"What does Vegas think: 🎰

US Presidential Election 2024 Republican VP Nominee Betting Odds https://t.co/OlEq4Wo77g",https://pbs.twimg.com/media/GEfdIaPaIAAS7mK.jpg,7,2,6,1028.0,2024-01-23 01:48:53
Tracking the 2020-2024 Crisis Since 2005,727826344340557824,1749150767246680341,PathfinderAstro,Prediction: Trump is announced the winner of the 2024 US Presidential Election on November 6th between 1:30 AM - 2:30 AM.,,3,6,78,4468.0,2024-01-21 19:23:35
Helen Hensell,209851082,1749097006708973668,hhensell,Are you planning on voting in the 2024 US Presidential Election?,,309,24,468,18625.0,2024-01-21 15:49:57
BlaaKeX,1516949051136163841,1748932737774366781,BlaKeMontesso,Since I’m a conspiracy theorist; Joe Biden will NOT  be a choice on the 2024 US presidential election ballot.,,11,2,41,812.0,2024-01-21 04:57:12
The Surly Den 🗽,1022195879627968512,1748382445022384527,SurlyDen,Who will capture the majority of the protest vote in the 2024 US presidential election? Explain in comments.,,18,17,43,2086.0,2024-01-19 16:30:32
S p r i n t e r F a c t o r y,1128337957289697281,1748359531417977092,Sprinterfactory,"US intelligence believes that the war in Ukraine will last another two years, and maybe five, writes CNN.

Americans see this scenario regardless of who wins the US presidential election in the fall of 2024.",,4,17,84,13254.0,2024-01-19 14:59:29
Captain Dan Hanley,1908204763,1748175675704697065,danhanley4,"Here are the final results of a poll that I took, which shows that 35% do not believe that there will be a US presidential election in 2024. https://t.co/5RNQMZvdqC",https://pbs.twimg.com/media/GELEclaa8AAB2IR.jpg,14,29,91,3909.0,2024-01-19 02:48:55
World of Statistics,1335132884278108161,1747323482441232683,stats_feed,🇺🇸 Who do you think will win the 2024 US presidential election?,,603,603,2404,581521.0,2024-01-16 18:22:36
Vote For Ekam Sanatan Bharat 🕉🚩,1575497375790948355,1747135470935650395,TIgerNS3,"Vivek Ramaswamy dropped out from the US presidential election 2024, but he fully endorses Donald Trump. Hopefully Trump #VivekRamaswamy #DonaldTrump #Trump2024 #TRUMP2024ToSaveAmerica #Trump2024SaveAmerica 
#Trump2024TheOnlyChoice https://t.co/ux8CWFhgBf",https://video.twimg.com/ext_tw_video/1747135405970067456/pu/vid/avc1/1280x720/Hzl063dnzD3zLI4-.mp4?tag=12,12,20,83,17907.0,2024-01-16 05:55:31
S p r i n t e r F a c t o r y,1128337957289697281,1746692045089960309,Sprinterfactory,"Trump leads by significant margin over other potential GOP candidates , CBS News and YouGov poll results

 The next US presidential election is scheduled for November 5, 2024 . https://t.co/WGLbbnhwrI",https://pbs.twimg.com/media/GD1_KFLW4AAS2G1.jpg,12,19,140,14884.0,2024-01-15 00:33:30
Global Topics,1265620178026418183,1745863223855677772,Globaltalks12,"Poll time! 🇺🇸 📊
Which party are you supporting in the upcoming US presidential election to be held in 2024! 
Comment! 
Let's see what the final result says!! 

#USA #Election #Trump #Biden",,9,3,10,738.0,2024-01-12 17:40:03
TED Talks,15492359,1745216069965398348,TEDTalks,"There’s a lot going on in 2024 — from ongoing conflicts to the US presidential election. Here’s what @EurasiaGroup &amp; @gzeromedia’s @ianbremmer says we should pay close attention to.

Watch the latest episode of TED Explains the World with Ian Bremmer here: https://t.co/u2duHe53Rf https://t.co/f7agcj7up3",https://video.twimg.com/amplify_video/1745213837463166977/vid/avc1/720x720/0_zEZJPYEqw-ooPX.mp4?tag=14,12,32,81,66563.0,2024-01-10 22:48:30
Jay in Kyiv,1537130875296563200,1745028802051187135,JayinKyiv,"Even while the @GOP is doing their best to assure Ukraine is defeated before the 2024 US presidential election, Russian channels complain that Ukrainian forces continue advancing toward Crimea. https://t.co/kYTXCVY4ch","https://pbs.twimg.com/media/GDeWcUVWQAANoK5.jpg
https://pbs.twimg.com/media/GDeWcfMW8AAaoUB.jpg
https://pbs.twimg.com/media/GDeWcpnXkAAh2Q3.jpg",15,82,330,9655.0,2024-01-10 10:24:22
Polling Canada,918865697639419907,1745006978848432541,CanadianPolling,"""Who do you want to win the US Presidential election?""

Biden: 66%
Trump: 34%

Abacus Data / January 9, 2024 / n=1500 / Online",,89,14,189,34532.0,2024-01-10 08:57:39
David Coletto,57852539,1744863323084968273,DavidColetto,"Who do you think is more likely to win the Presidential election?

Joe Biden - 58%
Donald Trump - 42%

Who do you want to win the next US presidential election?

Joe Biden - 66%
Donald Trump - 34%

Source: Abacus Data (@abacusdataca), Jan 4 to 9, 2024, n=1,500",,15,11,45,13871.0,2024-01-09 23:26:48
AFP News Agency,380648579,1744642977904181596,AFP,"The US presidential election will pose the greatest political risk to the world in 2024 no matter who wins, Eurasia Group says

https://t.co/wbl6TsCj8g https://t.co/kT4Fm4LImr",https://pbs.twimg.com/media/GDXWn-2agAA8g5Q.jpg,7,15,28,12638.0,2024-01-09 08:51:14
Satoshi Flipper,944961548375773184,1744315045587128770,SatoshiFlipper,"2024 US Presidential election is here, starting with the Republican Iowa caucus this month! https://t.co/jFNLlUNAU7",https://pbs.twimg.com/media/GDUNLr1WYAAH1JK.png,12,3,43,12043.0,2024-01-08 11:08:09
Bruce McGonigal,1519066468633047040,1744204501056389154,bruce_mcgonigal,"American dream has failed.

Protesters getting  ready for the Fall 2024 US Presidential election. No one should underestimate how much the left is willing to destroy society, to win.

Think of all those millions of new arrivals who will be free to loot with everyone else...",,25,34,75,2268.0,2024-01-08 03:48:53
Josh Young,28626088,1744097193600983043,Josh_Young_1,The 2024 US presidential election is going to be wild,,16,26,142,33409.0,2024-01-07 20:42:29
Global Times,49616273,1744000255761526923,globaltimesnews,"As the 2024 US presidential election draws closer, the two most prominent candidates, Biden and Trump, began their campaign rallies by launching fierce verbal attacks against each other in their first speeches of the new year, rather than discussing ways to address domestic https://t.co/rmlDkvb2r1",https://pbs.twimg.com/media/GDPu9Otb0AAomsk.jpg,4,1,12,13413.0,2024-01-07 14:17:17
Valiant Panda,2456187006,1743981769215656409,_ValiantPanda_,"Political violence looms over the 2024 US presidential election.
美国2024年大选面临政治暴力的威胁。 https://t.co/uIwmWYpuar",https://pbs.twimg.com/media/GDPeJrJbMAA1HUf.jpg,4,5,22,8555.0,2024-01-07 13:03:50
Captain Dan Hanley,1908204763,1742933217748160662,danhanley4,Will there be a US presidential election in 2024?,,15,16,26,3457.0,2024-01-04 15:37:15
Jay in Kyiv,1537130875296563200,1742831229131489714,JayinKyiv,"The ""immigration reform"" that @GOP used to block funding for Ukraine was never the goal. 

The goal is to assure Ukraine doesn't force Russians out before 2024 US presidential election.

GOP is absolute trash.",,44,200,765,17156.0,2024-01-04 08:51:59
Mary Grace TV,1159520833511067650,1742714427869184132,MaryGraceTV,"Will the 2024 elections take place as planned, or will the current regime find an excuse to cancel them? 

Will the US military step in to run the US presidential election? 

There’s been a great deal of speculation and lots of predictions about what will happen. 

Today I asked https://t.co/pPli8Lhvho",https://video.twimg.com/amplify_video/1742714328531292160/vid/avc1/640x360/D3f78csC0UMig0rt.mp4?tag=14,11,28,67,8359.0,2024-01-04 01:07:52
Chris Aspirewealth,1039856783920128000,1742661368531075247,CAspirewealth,JUSTIN: The former President Trump has been Endorsed by the entire House of Republican leadership team for the 2024 US  Presidential Election. https://t.co/Qf4J30NJQ7,https://pbs.twimg.com/media/GC8tRxNXkAAFzxS.jpg,5,3,12,535.0,2024-01-03 21:37:01
Voödoo 6 von Inyanga,1393080617349402625,1742563659912474717,6Voodoo,"For everyone looking forward to 2024 as a refreshing new start filled with optimism and opportunities, I just want to remind you that 2024 is also a US presidential election year and we saw the last time two times how that brought out the best in you all. https://t.co/2btJOM1zeS",,8,1,85,2734.0,2024-01-03 15:08:46
Aubrey Strobel,38107864,1742281830987153571,aubreystrobel,"2024 has:

- The Bitcoin Halving
- Fed cutting rates
- The Summer Olympics in Paris
- The US Presidential Election

Going to fun. Going to be wild.",,32,10,270,27537.0,2024-01-02 20:28:53
Millennial Woes,2463171746,1742233615398732059,MillennialWoes,"Let's make a list of 2024 events.
German state elections (1st Sept)
British general election (probably May)
European Parliament elections (June)
US presidential election (November)",,30,17,134,10363.0,2024-01-02 17:17:17
S p r i n t e r F a c t o r y,1128337957289697281,1741980082158113025,Sprinterfactory,"Trump's victory will bring Ukraine's defeat closer

From a geopolitical point of view, 2024 could be a turning point for the world, writes Der Tagesspiegel. And much will depend on the result of the US presidential election.

If Republican Donald Trump again becomes the head of https://t.co/zvgGQt4MMa",https://pbs.twimg.com/media/GCzBpxjX0AAG5bS.jpg,27,32,135,27403.0,2024-01-02 00:29:50
dominic dyer,566688127,1741783409595126009,domdyer70,One thing I think we can be certain of in 2024 the General Election will not be until Mid November after the US Presidential election. Sunak will hold on as long as he can to allow economic recovery to reduce Tory losses #GeneralElection,,7,4,17,2851.0,2024-01-01 11:28:20
The Fountainhead,1491863086525214723,1741682460759589351,Fountainhead60,"The earliest deadline filing as a candidate for the US Presidential Election is early February 2024.
I expect Michelle Obama to file just before then.",,5,2,15,1230.0,2024-01-01 04:47:12
Joash Thomas,2408195185,1741638780581212528,JoashPThomas,"Not to be *that* guy but 2024 is a US Presidential Election year.

So buckle up. It’s about to get rough around these parts.",,28,11,223,20783.0,2024-01-01 01:53:38
⟠Palis⟠🐍,281803595,1741567078023458859,palis,"Happy new year friends. 2024 looks wild for us in crypto - lucky year of the dragon, a BTC halving, US presidential election and plenty of room to lower interest rates. Today I’m meditating on my goals and how I might begin to realize them this year.

There’s something that every",,29,6,72,5033.0,2023-12-31 21:08:42
Satoshi Flipper,944961548375773184,1741496233607254141,SatoshiFlipper,"We have spot $BTC ETF's, a $BTC halving, a raging US stock market and a US Presidential election all coming right up in 2024 ... it's going to be crazy 🚀🚀",,46,78,852,100151.0,2023-12-31 16:27:12
that stock chick,1514402976969883651,1741224370989883670,ausstockchick,"In 2024 we have the US election!

On average the #SP500 has risen by 7% during US presidential election years. 

Expect a wild ride on markets towards the end of 2024! 

2024 will be an exciting year.",,7,0,26,2797.0,2023-12-30 22:26:55
VoterChoiceAZ,1272691463105568768,1741172080455114847,VoterChoiceAZ,🧵So we decided to create a comprehensive #RankedChoiceVoting (RCV) poll for the 2024 US Presidential election to allow people to see how RCV works.  We decided to include numerous candidates competing in various party's primaries so check it out 👇https://t.co/H13amlyswp,,42,70,177,73049.0,2023-12-30 18:59:08
zerohedge,18856867,1740908089727914095,zerohedge,Upcoming US Presidential Election Could Fuel Global Instability In 2024 https://t.co/n9Btv9xx9D,,53,49,219,78000.0,2023-12-30 01:30:07
Paul Smallwood,1209616542956023813,1740888354441589079,SoutherlyBusker,"@marceelias I'm subscribed, and I'm Australian!

2024 will be the 3rd US Presidential election in a row that I have been all in.

You are brilliant. Keep it going, Marc. The fate of global climate depends on democracy flourishing. It needs you.
#ClimateCrisis #Election2024",,7,3,18,495.0,2023-12-30 00:11:42
Rob Somerville,491851655,1740735247514546299,RobSomerville1,"2024 prediction... 2024 is going to be all about the US Presidential Election. It is going be an election period like no living person has ever experienced. All markets, the global economy, will be impacted. Fasten your seat belts, its going to be a bumpy ride.",,5,0,33,2729.0,2023-12-29 14:03:18
BBC Sounds,20518298,1740712299554316638,BBCSounds,"What could happen in the 2024 US presidential election?

Americast's Justin Webb looks ahead to the contest on the latest #BBCNewscast...",,89,16,78,136353.0,2023-12-29 12:32:07
Doll,1387595890110582785,1740641255808463223,doge511,"In a shocking turn of events, the 2024 US Presidential Election will be decided by a game of rock-paper-scissors between Biden and Trump. The winner gets the White House, the loser has to build a wall around their own house. #2024election #Biden #Trump 🗳️🏠",,12,1,25,1753.0,2023-12-29 07:49:49
Reuters,1652541,1740621172499468309,Reuters,"Abortion rights has turned into a real problem for Republicans, and Democrats will do well to keep abortion at the forefront of the conversation in the runup to the 2024 US presidential election https://t.co/JWWnByaoMa https://t.co/roxwwT7FQf",https://video.twimg.com/amplify_video/1735262602144739328/vid/avc1/1920x1080/7QrEN3XGDDBYD6BZ.mp4?tag=16,19,12,53,41180.0,2023-12-29 06:30:01
Ukraine Front Line,2288308578,1740503552043233362,EuromaidanPR,"There is growing concern in German business circles about Trump's possible victory in the 2024 US presidential election. He denies climate change, questions support for Ukraine, and German business is dissatisfied with the protectionist policies of the former owner of the White https://t.co/FDN7Uzyiaq",https://pbs.twimg.com/media/GCeCqB2XAAAWerE.jpg,16,19,101,14363.0,2023-12-28 22:42:38
Ben Golub 🇺🇦,314734325,1739815477461778710,ben_golub,Your personal 2024 US presidential election preference it it's between these two,,5,0,7,6486.0,2023-12-27 01:08:28
Reuters,1652541,1739715198204715242,Reuters,.@Reuters national affairs reporter @Josephax explains how abortion rights could impact the 2024 US presidential election https://t.co/JWWnBy9QWC https://t.co/9uH3ytrZTO,https://video.twimg.com/amplify_video/1735262602144739328/vid/avc1/1920x1080/7QrEN3XGDDBYD6BZ.mp4?tag=16,11,5,14,52423.0,2023-12-26 18:30:00
Paul Poast,996923362386546694,1739705479251521991,ProfPaulPoast,"That time of year for bold predictions!

Here are three for 2024. All related to the upcoming US Presidential election cycle:

1) Trump stays on all the state ballots

2) Nikki Haley becomes the GOP nominee

3) Biden is reelected",,21,17,202,54691.0,2023-12-26 17:51:23
DeltonPaydon,1562328446159556609,1739452650058588512,DeltonPaydon,"The outcome of the 2024 US presidential election is uncertain, as there are various factors that can influence the result. It is important to consider the candidates, their campaign strategies, and the potential for unforeseen events before making any definitive predictions.",,41,0,33,6930.0,2023-12-26 01:06:43
Nick Cohen,524545961,1739413596726014395,NickCohen4,"I know the human race can get used to anything, but it remains astonishing how we take it as read that this man could win the 2024 US Presidential election",,64,330,1691,240900.0,2023-12-25 22:31:32
LBC,20973388,1739299965254656271,LBC,"'If the election were held today, there’s no question: Trump would win.'
 
@NickFerrariLBC is joined by LBC's @mattfrei and Newswire Media Editor-in-Chief Ken Chandler, to discuss who's most likely to win the US presidential election in 2024. https://t.co/dX30KoGXJt",https://video.twimg.com/amplify_video/1738252904652283904/vid/avc1/1920x1080/hJAtBIWrZtpx2P6a.mp4?tag=16,33,5,26,31756.0,2023-12-25 15:00:01
RTÉ News,8973062,1738116213119631526,rtenews,"The 2024 US presidential election promises to be like no other in modern times, with former president Donald Trump leading the Republican charge against Democrat Joe Biden https://t.co/wUnWajY4fv",,14,3,10,17413.0,2023-12-22 08:36:12
LunarCrush,988992203568562176,1737604931614654840,LunarCrush,"Heading into the 2024 US presidential election, which candidates have the most social activity? 

Let's take a look social popularity through the lens of social dominance, measuring the % of social engagements that each candidate has, calculated over the last 24 hours... https://t.co/mJlcj5kOVe",https://pbs.twimg.com/media/GB0z2-lbQAA6nkW.jpg,5,8,19,4465.0,2023-12-20 22:44:33
Owen Gregorian,853318060052291584,1737468069205741597,OwenGregorian,"Elon Musk’s X in political advertising push to offset revenue falls

Plans for new political ads team to hit $100mn in sales ahead of US presidential election are met with industry scepticism

A push by Elon Musk’s X to bring in $100mn from political advertising in 2024 is being",,3,1,4,415.0,2023-12-20 13:40:42
hazel,1459135546182221840,1737273837648015413,hazelwekwagondo,"Donald Trump was banned from contesting in the 2024 US Presidential Election over charges of inciting violence at Capitol Hill 3yrs ago. In Zim, @nelsonchamisa must also be banned from contesting bcz of the sanctions he invited as well as the violent demos he incited &amp; staged. https://t.co/hbJTEf16NL",https://pbs.twimg.com/media/GBwJVv1WkAEK21-.jpg,32,21,33,4100.0,2023-12-20 00:48:54
Mitchell 🇺🇸🚀,1358245986712383488,1737137693694332982,MitchellHODL,"100% chance that the economy is weaponized during the 2024 US Presidential election.

Trump will blame everything on Biden.

Biden will force JP to cut, renew BTFP, direct stimulus to pump asset prices and provide temporary relief to consumers.

CPI will make new all-time highs",,9,3,37,3616.0,2023-12-19 15:47:55
Cornel West,36743910,1735360235995377722,CornelWest,"Joyful news! Thanks to the Aurora Party, I am the first independent candidate to secure ballot access for the 2024 US Presidential Election in Alaska. Heartfelt gratitude to my Alaskan brothers, sisters, and siblings for this milestone. Our campaign champions public ownership https://t.co/s6iO8nBC6M","https://pbs.twimg.com/media/GBU83U2X0AArlIq.jpg
https://video.twimg.com/amplify_video/1735360152641966080/vid/avc1/480x480/Unxx11qAn1IcR9hf.mp4?tag=14",161,632,2785,106963.0,2023-12-14 18:04:56
"Wolfdefi.eth(💙,🧡)",1338846770319642632,1735255085096333604,Wolfdefieth,"Two meme projects with potential waiting for the 2024 US presidential election event !! 🫣

@HomerSimpson_HS 
$TRUMP2024

🔹#Trump is in a favorable position for reelection compared to opponent #Biden. If he secures reelection, the overall cryptocurrency market and these two meme https://t.co/tY6WxMBdwi","https://pbs.twimg.com/media/GBTSDa7aAAAdKu1.jpg
https://pbs.twimg.com/media/GBTSF2waYAAHJx8.jpg
https://pbs.twimg.com/media/GBTc-p8aYAAA5-l.jpg",20,7,37,10508.0,2023-12-14 11:07:06
Bloomberg,34713362,1734876332268356073,business,"The way things are going, many voters in the 2024 US presidential election will be forced to choose between two candidates they dislike. In this episode of The Big Take podcast, the rise of the double haters https://t.co/AmRWHfij4D",,14,3,12,26487.0,2023-12-13 10:02:04
Stephen Koukoulas,43525891,1734409554342092910,TheKouk,"2024 US Presidential election betting:
All the recent money is for Trump.
Trump $2.40
Biden $3.15
Haley $14
Newsome $15
Kennedy $32
Obama $42
DeSantis $50
Harris $50",,32,6,43,11874.0,2023-12-12 03:07:16
Djole 🇷🇸,1321898064802697216,1734292470698012736,onlydjole,"🇺🇲🇬🇧🇪🇺🇨🇦‼️Panic in the EU: What will happen to the NATO pact if Trump wins‼️

Leaders of European countries fear the collapse of the NATO pact if Donald Trump wins the US presidential election in 2024.

According to ""New York Times"" sources, European officials still have no...👇 https://t.co/Lt5hW8uidD",https://pbs.twimg.com/media/GBFxz8YXYAA6-so.jpg,34,158,645,21212.0,2023-12-11 19:22:01
Zhao DaShuai 东北进修🇨🇳,999061779870175232,1734014268499198192,zhao_dashuai,"With Alex Jones back on X, the 2024 US presidential election is going to be so entertaining.🍿
https://t.co/yeDmsEWOSu",https://video.twimg.com/amplify_video/1733297563573379072/vid/avc1/720x1274/OMVdoVLxHMqeVDFn.mp4?tag=14,30,36,277,17157.0,2023-12-11 00:56:32
𝘉4𝘤𝘒₍ₘ₁ₛₛ₎𝘉𝘓4𝘤𝘒 🍉,1473009956706263049,1733951283562742083,B4ckBL4ck3CI,"2024 US presidential election 
Trump is a a$$hole and rasism
Biden is a old men with demenz and a genocide supporter 
#US that's a disaster https://t.co/pDvy0JihvM","https://pbs.twimg.com/media/GBA7gBFXQAAoCUJ.jpg
https://pbs.twimg.com/media/GBA7gLkXcAA8ma6.jpg",3,9,13,685.0,2023-12-10 20:46:15
"Raymond - Algo trading, Animals, & Nature",518085284,1733912321670431163,raymond10mm,"Four huge events that will make 2024 a blockbuster year for Cryptos!
1) Approval of #Bitcoin ETF
2) #Bitcoin halving
3) US Presidential Election
4) Possible return to QE by the US Federal Reserve
$BTC $eth $sol $usdt $xrp $lunc $link $xrp $bnb $ADA $doge $trx $ltc $spx $nasdaq https://t.co/qHtkc61k6i",https://pbs.twimg.com/media/GBAYAjxXIAApcu5.jpg,4,1,8,206.0,2023-12-10 18:11:26
Lord Bebo,1121807798826930177,1733822072940367955,MyLordBebo,"🇺🇸🇪🇺🚨‼️ “Donald Trump's victory in the 2024 US presidential election could lead to the country's withdrawal from NATO” 

— The New York Times https://t.co/TEqeKofQs0",https://pbs.twimg.com/media/GA_F-_tXYAEydnu.jpg,191,83,816,70350.0,2023-12-10 12:12:49
Wave 🌊,1377773684694392832,1733324714779554156,ABirdwo,Who are you voting for in the 2024 US presidential election?,,6,0,5,436.0,2023-12-09 03:16:30
Michelle Crane,29556603,1733222721591398404,buckee71,"Grok

@grok
Title: ""The Ultimate Showdown: 2024 US Presidential Election""

Get ready, folks! The 2024 US Presidential Election is just around the corner, and it's shaping up to be one for the history books. With President Joe Biden announcing his bid for re-election, we're in for",,71,120,727,35401.0,2023-12-08 20:31:13
VanEck,432752273,1732811533141291157,vaneck_us,"Prediction #3: #Bitcoin will make an all-time high in Q4 2024, potentially spurred by political events and regulatory shifts following a US presidential election.",,7,19,276,50180.0,2023-12-07 17:17:18
Yashaswini (Modi's Family),1272790174993272833,1730806240962588811,DharmaRakshathi,"Seedhi baat no bakwaas. That is Trump for you. I'm rooting for him for the US presidential election in 2024. 
#DonaldTrump #PresidentTrump2024 https://t.co/lxxmfWrdor",https://video.twimg.com/ext_tw_video/1730806173618585600/pu/vid/avc1/720x1280/R7jfj8W1eYY_5qs3.mp4?tag=12,9,171,203,4883.0,2023-12-02 04:28:59
Reuters,1652541,1730571195844862383,Reuters,The Democratic Party does not have a backup plan if Joe Biden drops out of the 2024 US presidential election race. Multiple Democratic officials admit the party could face upheaval and infighting should the oldest president in US history not run https://t.co/o9y7ptwTeK https://t.co/bIRYMGKXjP,https://video.twimg.com/amplify_video/1730492037307469824/vid/avc1/1920x1080/dIU_h_FiBC1Tt2N2.mp4?tag=16,26,10,36,45009.0,2023-12-01 12:55:00
Ņ̨͈̯̻̪̥̥ͅick S̘͓͙usi,1236361417,1730274661257118166,nicksusi,Is there anything bigger than AI acceleration and the US presidential election that will completely define 2024?,,4,0,3,383.0,2023-11-30 17:16:40
Jeremy Padawer,80443432,1730051555473396178,JeremyCom,Who wins the US Presidential election in 2024?,,54,2,20,11554.0,2023-11-30 02:30:08
🇺🇸 Carson Krow 🇺🇸,4136642352,1730013620833018269,carsonkrow,@JennaEllisEsq @jalley0508 When did Newsom announce his candidacy for the 2024 US presidential election?,,6,4,106,1579.0,2023-11-29 23:59:23
Market Rebellion,817007725666242561,1729892378910044321,MarketRebels,"BARKIN: US PRESIDENTIAL ELECTION IN 2024 DOES 'NOT AT ALL' AFFECT #FED POLICY DECISION-MAKING

#FederalReserve #Rates",,7,0,2,11277.0,2023-11-29 15:57:37
*Walter Bloomberg,2704294333,1729886380669673629,DeItaone,🇺🇸 BARKIN: US PRESIDENTIAL ELECTION IN 2024 DOES 'NOT AT ALL' AFFECT FED POLICY DECISION-MAKING,,36,9,87,152512.0,2023-11-29 15:33:47
Laughing Man,1431774993419956224,1727989770603954634,jhmdrei,"@TheOneNFT @jessicaschlamp @jenniferzeng97 2019.11 
COVID-19 
The first infected person
WUHAN Military World Games

2020 
US presidential election

2023.11
New Virus Emerges ?

2024
US presidential election

They need a mail-in ballot.
Maybe I'm overthinking🤔",,4,0,1,307.0,2023-11-24 09:57:20
Mitchell Prothero,244910581,1727605257927045507,mitchprothero,We (myself @iAmTheWarax and @alexzfinley call upon each candidate in the 2024 US presidential election explain their position on issuing Letters of Marquee,,5,14,56,7391.0,2023-11-23 08:29:25
Laura Loomer,537709549,1727375111391420808,LauraLoomer,"🚨🚨🚨CHINA PREPARING TO UNLEASH ANOTHER BIO WEAPON ON THE WORLD AHEAD OF THE 2024 US PRESIDENTIAL ELECTION🚨🚨🚨

A group called Pro Med @ProMED_mail just published this press release about a ransom outbreak of pneumonia in Children in China that’s sweeping the nation. 

Let me https://t.co/KjnvBJNJEU",https://pbs.twimg.com/media/F_jegjSXYAAI9ZC.jpg,955,7963,12878,1691227.0,2023-11-22 17:14:54
Mr. Anderson,947954652770844672,1727084324812689765,TrueCrypto28,@JoeBiden Who will you vote for in the #2024 US Presidential Election?,,55,25,78,15959.0,2023-11-21 21:59:25
The Economist,5988062,1726993300421329286,TheEconomist,"It is hard to overstate how important the outcome of the 2024 US presidential election will be, for America and the world. The president chosen will be in charge at the moment of maximum danger. Read more https://t.co/oB6sb61VsO 🌐",,18,13,38,63588.0,2023-11-21 15:57:43
Roberto,1578381483206594562,1726840258623635543,UniqueMongolia,Who will win the 2024 US presidential election?,,5,0,21,635.0,2023-11-21 05:49:35
Political Election Projections,1404477944635052038,1726782051242713147,tencor_7144,Who will win the 2024 US presidential election?,,18,12,31,8677.0,2023-11-21 01:58:17
Benkingsley Nwashara,1612223021879595011,1726578763167826094,Benking443,Donald Trump is winning the US Presidential election next year 2024.,,6,4,42,1325.0,2023-11-20 12:30:30
